nodes,edges,start_node,distances,intermediate_steps
10,0-4-81 4-0-81 6-0-18 0-6-18 5-2-83 2-5-83 0-6-74 6-0-74 9-1-27 1-9-27 2-0-81 0-2-81 8-4-80 4-8-80 6-4-47 4-6-47 2-7-16 7-2-16 1-6-25 6-1-25 9-5-41 5-9-41 1-7-56 7-1-56 0-6-13 6-0-13 0-8-24 8-0-24 8-9-29 9-8-29,7,94 56 16 inf 128 99 81 0 112 83,7-0 | 2-16 | 1-56 | 6-81 | 9-83 | 0-94 | 5-99 | 8-112 | 4-128
10,8-3-91 3-8-91 1-3-73 3-1-73 0-1-30 1-0-30 8-2-33 2-8-33 2-4-95 4-2-95 8-7-91 7-8-91 3-0-61 0-3-61 6-5-35 5-6-35 8-0-62 0-8-62 3-2-78 2-3-78 7-6-29 6-7-29 4-5-34 5-4-34 8-5-74 5-8-74 7-6-77 6-7-77 4-1-42 1-4-42,4,72 42 95 115 0 34 69 98 108 inf,4-0 | 5-34 | 1-42 | 6-69 | 0-72 | 2-95 | 7-98 | 8-108 | 3-115
10,1-2-96 2-1-96 2-7-24 7-2-24 2-5-53 5-2-53 9-7-15 7-9-15 3-9-82 9-3-82 9-4-76 4-9-76 9-3-40 3-9-40 8-7-49 7-8-49 6-7-67 7-6-67 1-8-85 8-1-85 9-0-79 0-9-79 8-2-74 2-8-74 2-7-98 7-2-98 9-6-42 6-9-42 6-3-18 3-6-18,2,118 96 0 79 115 53 81 24 73 39,2-0 | 7-24 | 9-39 | 5-53 | 8-73 | 3-79 | 6-81 | 1-96 | 4-115 | 0-118
10,8-2-44 2-8-44 0-2-89 2-0-89 0-3-38 3-0-38 0-2-6 2-0-6 1-8-51 8-1-51 5-1-9 1-5-9 7-5-47 5-7-47 4-7-52 7-4-52 1-2-64 2-1-64 9-0-80 0-9-80 7-1-85 1-7-85 9-1-60 1-9-60 6-3-72 3-6-72 5-3-89 3-5-89 0-6-25 6-0-25,9,80 60 86 118 168 69 105 116 111 0,9-0 | 1-60 | 5-69 | 0-80 | 2-86 | 6-105 | 8-111 | 7-116 | 3-118 | 4-168
10,1-4-84 4-1-84 9-4-65 4-9-65 2-5-91 5-2-91 6-0-87 0-6-87 9-2-16 2-9-16 8-4-15 4-8-15 6-3-24 3-6-24 0-5-75 5-0-75 2-5-41 5-2-41 1-6-55 6-1-55 9-3-55 3-9-55 9-4-70 4-9-70 9-1-30 1-9-30 1-0-69 0-1-69 2-1-43 1-2-43,8,168 99 96 135 15 137 154 inf 0 80,8-0 | 4-15 | 9-80 | 2-96 | 1-99 | 3-135 | 5-137 | 6-154 | 0-168
10,4-1-2 1-4-2 2-1-48 1-2-48 7-5-27 5-7-27 5-0-86 0-5-86 3-6-3 6-3-3 9-0-18 0-9-18 2-8-74 8-2-74 4-8-63 8-4-63 3-9-32 9-3-32 3-9-56 9-3-56 8-5-77 5-8-77 5-0-81 0-5-81 9-7-90 7-9-90 3-9-9 9-3-9 2-6-18 6-2-18,7,108 168 120 99 167 27 102 0 104 90,7-0 | 5-27 | 9-90 | 3-99 | 6-102 | 8-104 | 0-108 | 2-120 | 4-167 | 1-168
10,5-7-33 7-5-33 0-2-97 2-0-97 2-9-36 9-2-36 1-8-97 8-1-97 9-4-12 4-9-12 1-8-79 8-1-79 5-7-60 7-5-60 0-3-5 3-0-5 8-7-75 7-8-75 2-1-51 1-2-51 2-3-89 3-2-89 7-8-28 8-7-28 8-4-57 4-8-57 1-7-68 7-1-68 7-3-46 3-7-46,8,79 79 105 74 57 61 inf 28 0 69,8-0 | 7-28 | 4-57 | 5-61 | 9-69 | 3-74 | 0-79 | 1-79 | 2-105
10,8-1-95 1-8-95 4-0-33 0-4-33 7-6-54 6-7-54 4-7-31 7-4-31 0-6-57 6-0-57 2-4-70 4-2-70 9-7-40 7-9-40 3-6-70 6-3-70 4-6-59 6-4-59 5-6-3 6-5-3 7-0-23 0-7-23 1-7-61 7-1-61 5-7-69 7-5-69 3-1-32 1-3-32 1-5-75 5-1-75,0,0 84 103 116 33 60 57 23 179 63,0-0 | 7-23 | 4-33 | 6-57 | 5-60 | 9-63 | 1-84 | 2-103 | 3-116 | 8-179
10,3-5-67 5-3-67 1-0-96 0-1-96 5-6-80 6-5-80 2-0-29 0-2-29 1-8-79 8-1-79 6-4-94 4-6-94 2-6-3 6-2-3 4-0-60 0-4-60 8-7-7 7-8-7 9-7-93 7-9-93 9-8-96 8-9-96 3-7-4 7-3-4 1-9-77 9-1-77 2-4-81 4-2-81 9-0-81 0-9-81,3,178 90 150 0 231 67 147 4 11 97,3-0 | 7-4 | 8-11 | 5-67 | 1-90 | 9-97 | 6-147 | 2-150 | 0-178 | 4-231
10,6-4-26 4-6-26 4-0-40 0-4-40 3-9-2 9-3-2 4-7-75 7-4-75 6-0-67 0-6-67 6-0-38 0-6-38 7-1-17 1-7-17 9-7-42 7-9-42 4-9-68 9-4-68 8-4-53 4-8-53 1-6-17 6-1-17 1-9-79 9-1-79 8-6-27 6-8-27 4-5-35 5-4-35 0-2-95 2-0-95,7,72 17 167 44 60 95 34 0 61 42,7-0 | 1-17 | 6-34 | 9-42 | 3-44 | 4-60 | 8-61 | 0-72 | 5-95 | 2-167
10,8-3-90 3-8-90 0-4-71 4-0-71 8-5-10 5-8-10 1-9-90 9-1-90 5-0-74 0-5-74 1-0-31 0-1-31 9-0-45 0-9-45 7-2-67 2-7-67 8-7-6 7-8-6 9-0-48 0-9-48 4-0-13 0-4-13 4-9-36 9-4-36 9-7-89 7-9-89 7-8-23 8-7-23 4-6-96 6-4-96,7,90 121 67 96 103 16 199 0 6 89,7-0 | 8-6 | 5-16 | 2-67 | 9-89 | 0-90 | 3-96 | 4-103 | 1-121 | 6-199
10,3-2-14 2-3-14 3-0-68 0-3-68 6-3-44 3-6-44 2-1-64 1-2-64 9-1-74 1-9-74 0-7-65 7-0-65 8-5-41 5-8-41 2-9-64 9-2-64 4-5-40 5-4-40 1-3-61 3-1-61 9-2-57 2-9-57 8-7-97 7-8-97 7-1-36 1-7-36 2-7-13 7-2-13 9-6-49 6-9-49,2,78 49 0 14 191 151 58 13 110 57,2-0 | 7-13 | 3-14 | 1-49 | 9-57 | 6-58 | 0-78 | 8-110 | 5-151 | 4-191
10,5-9-83 9-5-83 5-6-9 6-5-9 0-9-14 9-0-14 8-4-7 4-8-7 4-7-64 7-4-64 9-8-86 8-9-86 5-7-96 7-5-96 4-2-6 2-4-6 6-9-95 9-6-95 1-5-60 5-1-60 2-0-64 0-2-64 2-7-60 7-2-60 3-0-48 0-3-48 5-0-60 0-5-60 3-6-21 6-3-21,7,124 156 60 126 64 96 105 0 71 138,7-0 | 2-60 | 4-64 | 8-71 | 5-96 | 6-105 | 0-124 | 3-126 | 9-138 | 1-156
10,1-0-97 0-1-97 6-1-30 1-6-30 7-1-78 1-7-78 2-5-100 5-2-100 2-9-82 9-2-82 2-1-87 1-2-87 4-9-38 9-4-38 4-5-91 5-4-91 4-8-90 8-4-90 5-8-42 8-5-42 5-4-64 4-5-64 2-6-30 6-2-30 8-2-90 2-8-90 3-7-56 7-3-56 6-1-53 1-6-53,3,231 134 194 0 314 294 164 56 284 276,3-0 | 7-56 | 1-134 | 6-164 | 2-194 | 0-231 | 9-276 | 8-284 | 5-294 | 4-314
10,5-2-7 2-5-7 2-7-88 7-2-88 1-0-66 0-1-66 8-6-17 6-8-17 1-9-42 9-1-42 6-7-73 7-6-73 4-3-19 3-4-19 4-6-69 6-4-69 2-8-44 8-2-44 9-5-19 5-9-19 3-4-86 4-3-86 2-7-31 7-2-31 6-2-72 2-6-72 4-3-91 3-4-91 8-2-96 2-8-96,3,283 217 149 0 19 156 88 161 105 175,3-0 | 4-19 | 6-88 | 8-105 | 2-149 | 5-156 | 7-161 | 9-175 | 1-217 | 0-283
10,5-1-87 1-5-87 0-9-86 9-0-86 9-5-22 5-9-22 0-1-71 1-0-71 7-4-3 4-7-3 9-1-37 1-9-37 9-1-21 1-9-21 0-1-94 1-0-94 7-1-83 1-7-83 0-5-20 5-0-20 0-3-90 3-0-90 8-6-39 6-8-39 3-6-63 6-3-63 5-0-71 0-5-71 6-1-28 1-6-28,9,42 21 inf 112 107 22 49 104 88 0,9-0 | 1-21 | 5-22 | 0-42 | 6-49 | 8-88 | 7-104 | 4-107 | 3-112
10,8-0-78 0-8-78 0-6-53 6-0-53 8-5-32 5-8-32 6-1-45 1-6-45 1-2-16 2-1-16 7-9-73 9-7-73 9-6-50 6-9-50 5-7-13 7-5-13 1-7-100 7-1-100 4-6-85 6-4-85 0-9-95 9-0-95 1-8-70 8-1-70 0-9-59 9-0-59 4-5-77 5-4-77 8-6-24 6-8-24,8,77 69 85 inf 109 32 24 45 0 74,8-0 | 6-24 | 5-32 | 7-45 | 1-69 | 9-74 | 0-77 | 2-85 | 4-109
10,6-1-91 1-6-91 7-4-11 4-7-11 5-9-19 9-5-19 0-1-46 1-0-46 4-0-20 0-4-20 0-8-64 8-0-64 3-8-14 8-3-14 2-1-33 1-2-33 5-1-3 1-5-3 6-9-27 9-6-27 4-9-64 9-4-64 9-0-40 0-9-40 1-8-88 8-1-88 0-1-86 1-0-86 4-2-66 2-4-66,9,40 22 55 118 60 19 27 71 104 0,9-0 | 5-19 | 1-22 | 6-27 | 0-40 | 2-55 | 4-60 | 7-71 | 8-104 | 3-118
10,0-4-39 4-0-39 0-4-30 4-0-30 4-9-3 9-4-3 8-9-41 9-8-41 1-7-9 7-1-9 0-6-31 6-0-31 3-0-68 0-3-68 9-5-73 5-9-73 6-5-53 5-6-53 7-0-24 0-7-24 1-2-4 2-1-4 5-4-61 4-5-61 8-5-54 5-8-54 8-7-58 7-8-58 3-6-66 6-3-66,6,31 64 68 66 61 53 0 55 105 64,6-0 | 0-31 | 5-53 | 7-55 | 4-61 | 1-64 | 9-64 | 3-66 | 2-68 | 8-105
10,5-7-96 7-5-96 4-5-25 5-4-25 4-9-7 9-4-7 3-2-41 2-3-41 8-3-52 3-8-52 0-1-58 1-0-58 6-9-63 9-6-63 4-1-6 1-4-6 9-0-13 0-9-13 9-7-16 7-9-16 5-2-26 2-5-26 6-0-47 0-6-47 3-4-13 4-3-13 5-9-2 9-5-2 5-1-9 1-5-9,4,20 6 35 13 0 9 67 23 65 7,4-0 | 1-6 | 9-7 | 5-9 | 3-13 | 0-20 | 7-23 | 2-35 | 8-65 | 6-67
10,5-8-3 8-5-3 6-1-15 1-6-15 6-4-25 4-6-25 0-4-62 4-0-62 2-7-63 7-2-63 6-8-48 8-6-48 5-7-38 7-5-38 9-5-74 5-9-74 2-5-4 5-2-4 2-1-18 1-2-18 5-1-28 1-5-28 2-0-39 0-2-39 8-0-52 0-8-52 5-7-30 7-5-30 1-3-21 3-1-21,6,72 15 33 36 25 37 0 67 40 111,6-0 | 1-15 | 4-25 | 2-33 | 3-36 | 5-37 | 8-40 | 7-67 | 0-72 | 9-111
10,5-7-3 7-5-3 4-6-52 6-4-52 8-7-77 7-8-77 8-5-6 5-8-6 0-1-12 1-0-12 5-4-31 4-5-31 6-7-74 7-6-74 6-5-31 5-6-31 5-6-85 6-5-85 5-4-84 4-5-84 1-0-57 0-1-57 0-4-60 4-0-60 8-4-84 4-8-84 0-2-41 2-0-41 6-4-30 4-6-30,0,0 12 41 inf 60 91 90 94 97 inf,0-0 | 1-12 | 2-41 | 4-60 | 6-90 | 5-91 | 7-94 | 8-97
10,8-1-35 1-8-35 6-3-26 3-6-26 3-2-89 2-3-89 6-2-17 2-6-17 0-5-34 5-0-34 9-4-42 4-9-42 3-2-15 2-3-15 7-9-17 9-7-17 8-7-91 7-8-91 6-4-66 4-6-66 0-7-43 7-0-43 1-2-97 2-1-97 3-0-15 0-3-15 2-9-95 9-2-95 2-6-10 6-2-10,5,34 161 64 49 136 0 74 77 168 94,5-0 | 0-34 | 3-49 | 2-64 | 6-74 | 7-77 | 9-94 | 4-136 | 1-161 | 8-168
10,1-0-86 0-1-86 1-4-75 4-1-75 5-0-69 0-5-69 8-7-92 7-8-92 9-6-96 6-9-96 5-4-92 4-5-92 6-5-82 5-6-82 4-8-28 8-4-28 2-7-88 7-2-88 1-7-40 7-1-40 5-0-1 0-5-1 3-2-53 2-3-53 6-8-7 8-6-7 2-8-77 8-2-77 2-1-50 1-2-50,9,179 206 180 233 131 178 96 195 103 0,9-0 | 6-96 | 8-103 | 4-131 | 5-178 | 0-179 | 2-180 | 7-195 | 1-206 | 3-233
10,8-2-18 2-8-18 7-9-26 9-7-26 5-7-21 7-5-21 7-4-31 4-7-31 5-2-75 2-5-75 2-0-42 0-2-42 8-4-55 4-8-55 8-1-85 1-8-85 3-8-51 8-3-51 7-9-27 9-7-27 8-2-45 2-8-45 1-5-5 5-1-5 9-7-87 7-9-87 3-7-72 7-3-72 6-2-15 2-6-15,3,111 98 69 0 103 93 84 72 51 98,3-0 | 8-51 | 2-69 | 7-72 | 6-84 | 5-93 | 1-98 | 9-98 | 4-103 | 0-111
10,0-5-14 5-0-14 4-9-72 9-4-72 9-6-44 6-9-44 6-9-89 9-6-89 5-7-12 7-5-12 4-2-95 2-4-95 1-2-90 2-1-90 9-1-81 1-9-81 9-0-14 0-9-14 1-7-37 7-1-37 2-7-64 7-2-64 1-8-98 8-1-98 2-4-90 4-2-90 4-6-73 6-4-73 3-2-68 2-3-68,2,90 90 0 68 90 76 148 64 188 104,2-0 | 7-64 | 3-68 | 5-76 | 0-90 | 1-90 | 4-90 | 9-104 | 6-148 | 8-188
10,7-6-58 6-7-58 8-3-48 3-8-48 6-1-28 1-6-28 0-3-96 3-0-96 8-4-39 4-8-39 6-8-5 8-6-5 0-5-65 5-0-65 6-2-68 2-6-68 9-0-21 0-9-21 0-2-63 2-0-63 6-3-38 3-6-38 3-5-29 5-3-29 6-1-19 1-6-19 0-1-59 1-0-59 7-6-59 6-7-59,5,65 86 128 29 111 0 67 125 72 86,5-0 | 3-29 | 0-65 | 6-67 | 8-72 | 1-86 | 9-86 | 4-111 | 7-125 | 2-128
10,6-4-49 4-6-49 5-7-53 7-5-53 1-0-61 0-1-61 9-0-75 0-9-75 2-8-72 8-2-72 1-7-1 7-1-1 6-2-22 2-6-22 7-9-74 9-7-74 7-8-23 8-7-23 1-9-60 9-1-60 2-8-51 8-2-51 1-6-40 6-1-40 1-8-19 8-1-19 8-0-74 0-8-74 7-8-59 8-7-59,3,inf inf inf 0 inf inf inf inf inf inf,3-0
10,0-6-40 6-0-40 2-8-55 8-2-55 4-8-3 8-4-3 2-4-72 4-2-72 1-4-51 4-1-51 8-7-86 7-8-86 2-5-46 5-2-46 0-6-79 6-0-79 7-9-82 9-7-82 2-9-48 9-2-48 2-0-16 0-2-16 4-8-25 8-4-25 7-9-80 9-7-80 7-1-78 1-7-78 2-7-1 7-2-1,6,40 135 56 inf 114 102 0 57 111 104,6-0 | 0-40 | 2-56 | 7-57 | 5-102 | 9-104 | 8-111 | 4-114 | 1-135
10,6-7-57 7-6-57 8-6-68 6-8-68 9-6-83 6-9-83 9-3-46 3-9-46 4-1-23 1-4-23 2-0-11 0-2-11 3-8-65 8-3-65 0-3-46 3-0-46 7-4-48 4-7-48 8-4-49 4-8-49 5-7-66 7-5-66 5-4-95 4-5-95 1-8-35 8-1-35 3-6-41 6-3-41 4-9-65 9-4-65,4,157 23 168 111 0 95 105 48 49 65,4-0 | 1-23 | 7-48 | 8-49 | 9-65 | 5-95 | 6-105 | 3-111 | 0-157 | 2-168
10,4-6-53 6-4-53 3-9-98 9-3-98 7-0-40 0-7-40 7-3-82 3-7-82 2-4-55 4-2-55 1-9-4 9-1-4 7-8-92 8-7-92 6-8-7 8-6-7 4-5-20 5-4-20 8-6-88 6-8-88 7-9-18 9-7-18 5-6-98 6-5-98 5-1-47 1-5-47 8-5-74 5-8-74 7-8-48 8-7-48,1,62 0 122 102 67 47 77 22 70 4,1-0 | 9-4 | 7-22 | 5-47 | 0-62 | 4-67 | 8-70 | 6-77 | 3-102 | 2-122
10,0-6-69 6-0-69 5-8-61 8-5-61 3-6-63 6-3-63 5-6-77 6-5-77 8-4-80 4-8-80 4-0-30 0-4-30 6-5-38 5-6-38 1-9-3 9-1-3 5-6-25 6-5-25 9-1-33 1-9-33 3-0-36 0-3-36 1-5-27 5-1-27 0-8-81 8-0-81 2-6-79 6-2-79 7-9-66 9-7-66,4,30 151 178 66 0 124 99 220 80 154,4-0 | 0-30 | 3-66 | 8-80 | 6-99 | 5-124 | 1-151 | 9-154 | 2-178 | 7-220
10,6-9-61 9-6-61 6-3-62 3-6-62 3-1-71 1-3-71 2-0-25 0-2-25 6-9-21 9-6-21 1-0-55 0-1-55 6-9-60 9-6-60 4-2-53 2-4-53 2-6-72 6-2-72 7-3-17 3-7-17 7-6-91 6-7-91 5-8-42 8-5-42 6-4-56 4-6-56 8-9-25 9-8-25 3-4-87 4-3-87,3,126 71 134 0 87 150 62 17 108 83,3-0 | 7-17 | 6-62 | 1-71 | 9-83 | 4-87 | 8-108 | 0-126 | 2-134 | 5-150
10,8-9-57 9-8-57 4-3-56 3-4-56 3-9-63 9-3-63 2-4-31 4-2-31 6-5-35 5-6-35 9-7-38 7-9-38 2-6-48 6-2-48 8-3-28 3-8-28 7-5-49 5-7-49 1-8-11 8-1-11 6-5-41 5-6-41 6-1-21 1-6-21 7-9-14 9-7-14 6-2-19 2-6-19 9-1-94 1-9-94,9,inf 68 108 63 119 63 89 14 57 0,9-0 | 7-14 | 8-57 | 3-63 | 5-63 | 1-68 | 6-89 | 2-108 | 4-119
10,4-1-47 1-4-47 5-0-93 0-5-93 1-4-97 4-1-97 7-3-18 3-7-18 0-3-22 3-0-22 1-5-65 5-1-65 5-9-35 9-5-35 1-2-11 2-1-11 1-8-88 8-1-88 2-7-17 7-2-17 1-6-18 6-1-18 4-7-13 7-4-13 2-1-60 1-2-60 5-0-83 0-5-83 2-7-100 7-2-100,9,118 100 111 140 141 35 118 128 188 0,9-0 | 5-35 | 1-100 | 2-111 | 0-118 | 6-118 | 7-128 | 3-140 | 4-141 | 8-188
10,5-3-55 3-5-55 9-0-36 0-9-36 6-9-62 9-6-62 8-1-34 1-8-34 8-2-83 2-8-83 3-0-4 0-3-4 9-8-100 8-9-100 9-1-24 1-9-24 2-4-95 4-2-95 0-7-63 7-0-63 9-3-1 3-9-1 3-7-31 7-3-31 9-1-5 1-9-5 4-2-51 2-4-51 7-6-86 6-7-86,5,59 61 178 55 229 0 118 86 95 56,5-0 | 3-55 | 9-56 | 0-59 | 1-61 | 7-86 | 8-95 | 6-118 | 2-178 | 4-229
10,6-7-61 7-6-61 5-7-97 7-5-97 8-4-93 4-8-93 1-8-43 8-1-43 9-1-49 1-9-49 7-3-85 3-7-85 5-1-99 1-5-99 4-1-90 1-4-90 8-3-56 3-8-56 4-0-11 0-4-11 3-9-66 9-3-66 7-8-73 8-7-73 4-2-62 2-4-62 9-4-58 4-9-58 7-9-75 9-7-75,2,73 152 0 186 62 251 256 195 155 120,2-0 | 4-62 | 0-73 | 9-120 | 1-152 | 8-155 | 3-186 | 7-195 | 5-251 | 6-256
10,5-0-81 0-5-81 2-8-66 8-2-66 3-8-54 8-3-54 8-0-81 0-8-81 5-4-71 4-5-71 6-9-3 9-6-3 2-3-71 3-2-71 6-7-33 7-6-33 0-8-78 8-0-78 7-6-68 6-7-68 4-9-60 9-4-60 5-0-57 0-5-57 3-5-92 5-3-92 3-2-91 2-3-91 0-3-61 3-0-61,0,0 inf 132 61 128 57 191 224 78 188,0-0 | 5-57 | 3-61 | 8-78 | 4-128 | 2-132 | 9-188 | 6-191 | 7-224
10,3-8-44 8-3-44 2-8-40 8-2-40 0-7-84 7-0-84 9-4-12 4-9-12 2-0-54 0-2-54 8-5-35 5-8-35 7-1-92 1-7-92 2-5-60 5-2-60 1-5-61 5-1-61 3-4-40 4-3-40 2-6-84 6-2-84 2-3-16 3-2-16 0-8-53 8-0-53 1-7-64 7-1-64 3-2-33 2-3-33,0,0 148 54 70 110 88 138 84 53 122,0-0 | 8-53 | 2-54 | 3-70 | 7-84 | 5-88 | 4-110 | 9-122 | 6-138 | 1-148
10,3-5-48 5-3-48 0-6-26 6-0-26 4-7-57 7-4-57 5-1-76 1-5-76 8-3-64 3-8-64 9-0-69 0-9-69 9-0-86 0-9-86 0-5-49 5-0-49 3-2-73 2-3-73 0-3-52 3-0-52 4-9-84 9-4-84 4-7-9 7-4-9 2-3-6 3-2-6 8-4-62 4-8-62 2-0-77 0-2-77,4,153 250 132 126 0 174 179 9 62 84,4-0 | 7-9 | 8-62 | 9-84 | 3-126 | 2-132 | 0-153 | 5-174 | 6-179 | 1-250
10,1-5-44 5-1-44 7-6-73 6-7-73 3-4-32 4-3-32 4-9-44 9-4-44 4-8-57 8-4-57 8-3-60 3-8-60 9-5-80 5-9-80 8-6-84 6-8-84 3-7-37 7-3-37 3-8-55 8-3-55 5-1-66 1-5-66 1-3-42 3-1-42 6-8-49 8-6-49 9-0-58 0-9-58 4-8-92 8-4-92,7,171 79 inf 37 69 123 73 0 92 113,7-0 | 3-37 | 4-69 | 6-73 | 1-79 | 8-92 | 9-113 | 5-123 | 0-171
10,4-1-59 1-4-59 6-7-44 7-6-44 3-8-35 8-3-35 3-7-17 7-3-17 6-8-32 8-6-32 7-4-15 4-7-15 2-0-33 0-2-33 3-9-82 9-3-82 3-7-81 7-3-81 6-7-80 7-6-80 3-4-9 4-3-9 2-0-82 0-2-82 5-3-83 3-5-83 0-1-91 1-0-91 5-1-24 1-5-24,3,159 68 192 0 9 83 61 17 35 82,3-0 | 4-9 | 7-17 | 8-35 | 6-61 | 1-68 | 9-82 | 5-83 | 0-159 | 2-192
10,0-3-71 3-0-71 3-2-76 2-3-76 9-6-46 6-9-46 2-5-35 5-2-35 2-7-8 7-2-8 1-5-9 5-1-9 6-8-84 8-6-84 3-7-62 7-3-62 6-4-56 4-6-56 8-9-35 9-8-35 0-6-43 6-0-43 3-5-38 5-3-38 2-3-82 3-2-82 2-8-66 8-2-66 5-7-29 7-5-29,1,118 0 44 47 217 9 161 38 110 145,1-0 | 5-9 | 7-38 | 2-44 | 3-47 | 8-110 | 0-118 | 9-145 | 6-161 | 4-217
10,4-8-98 8-4-98 7-9-65 9-7-65 0-8-34 8-0-34 5-3-27 3-5-27 4-6-16 6-4-16 2-3-79 3-2-79 9-8-95 8-9-95 4-0-37 0-4-37 9-0-9 0-9-9 2-1-69 1-2-69 5-4-53 4-5-53 3-0-1 0-3-1 8-9-26 9-8-26 9-0-5 0-9-5 0-9-5 9-0-5,0,0 149 80 1 37 28 53 70 31 5,0-0 | 3-1 | 9-5 | 5-28 | 8-31 | 4-37 | 6-53 | 7-70 | 2-80 | 1-149
10,1-0-39 0-1-39 9-5-71 5-9-71 1-3-23 3-1-23 6-3-78 3-6-78 1-9-87 9-1-87 4-7-55 7-4-55 1-7-12 7-1-12 4-9-22 9-4-22 5-1-45 1-5-45 7-6-62 6-7-62 1-2-26 2-1-26 3-1-25 1-3-25 7-0-88 0-7-88 3-4-81 4-3-81 5-6-75 6-5-75,2,65 26 0 49 93 71 100 38 inf 113,2-0 | 1-26 | 7-38 | 3-49 | 0-65 | 5-71 | 4-93 | 6-100 | 9-113
10,2-9-78 9-2-78 9-0-85 0-9-85 5-7-58 7-5-58 5-2-84 2-5-84 7-3-75 3-7-75 0-7-6 7-0-6 7-1-75 1-7-75 0-1-36 1-0-36 3-5-14 5-3-14 6-4-46 4-6-46 5-9-89 9-5-89 6-7-51 7-6-51 2-7-66 7-2-66 9-4-45 4-9-45 8-1-91 1-8-91,3,78 114 98 0 148 14 123 72 205 103,3-0 | 5-14 | 7-72 | 0-78 | 2-98 | 9-103 | 1-114 | 6-123 | 4-148 | 8-205
10,3-1-58 1-3-58 9-1-47 1-9-47 6-9-100 9-6-100 9-3-39 3-9-39 2-8-95 8-2-95 9-8-1 8-9-1 6-1-31 1-6-31 8-7-68 7-8-68 0-4-90 4-0-90 4-6-2 6-4-2 1-7-71 7-1-71 1-8-18 8-1-18 0-4-87 4-0-87 2-6-57 6-2-57 3-9-67 9-3-67,1,120 0 88 58 33 inf 31 71 18 19,1-0 | 8-18 | 9-19 | 6-31 | 4-33 | 3-58 | 7-71 | 2-88 | 0-120
10,7-2-31 2-7-31 5-8-54 8-5-54 8-3-82 3-8-82 8-5-9 5-8-9 0-4-78 4-0-78 2-1-36 1-2-36 5-6-60 6-5-60 1-3-6 3-1-6 5-6-11 6-5-11 1-3-71 3-1-71 0-8-55 8-0-55 0-4-87 4-0-87 0-4-16 4-0-16 8-7-65 7-8-65 9-1-21 1-9-21,9,164 21 57 27 180 118 129 88 109 0,9-0 | 1-21 | 3-27 | 2-57 | 7-88 | 8-109 | 5-118 | 6-129 | 0-164 | 4-180
10,8-9-71 9-8-71 5-6-86 6-5-86 3-0-45 0-3-45 6-0-98 0-6-98 4-8-63 8-4-63 1-9-6 9-1-6 4-0-43 0-4-43 1-0-99 0-1-99 9-4-91 4-9-91 9-5-80 5-9-80 4-8-80 8-4-80 4-7-79 7-4-79 0-7-4 7-0-4 9-7-68 7-9-68 3-5-26 5-3-26,2,inf inf 0 inf inf inf inf inf inf inf,2-0
10,3-6-57 6-3-57 2-4-51 4-2-51 9-0-48 0-9-48 1-3-3 3-1-3 1-9-14 9-1-14 9-3-56 3-9-56 4-2-43 2-4-43 3-9-81 9-3-81 8-6-26 6-8-26 7-0-5 0-7-5 6-4-99 4-6-99 9-5-2 5-9-2 8-0-3 0-8-3 7-8-7 8-7-7 6-4-5 4-6-5,2,77 108 0 105 43 124 48 81 74 122,2-0 | 4-43 | 6-48 | 8-74 | 0-77 | 7-81 | 3-105 | 1-108 | 9-122 | 5-124
10,7-4-88 4-7-88 5-2-8 2-5-8 6-8-12 8-6-12 6-7-22 7-6-22 1-8-78 8-1-78 3-7-95 7-3-95 5-3-46 3-5-46 3-4-96 4-3-96 6-3-38 3-6-38 1-4-31 4-1-31 1-3-9 3-1-9 3-6-49 6-3-49 3-1-40 1-3-40 2-4-30 4-2-30 8-2-52 2-8-52,1,inf 0 61 9 31 55 47 69 59 inf,1-0 | 3-9 | 4-31 | 6-47 | 5-55 | 8-59 | 2-61 | 7-69
10,8-5-55 5-8-55 4-5-25 5-4-25 2-7-85 7-2-85 1-7-42 7-1-42 4-2-64 2-4-64 1-5-75 5-1-75 4-9-32 9-4-32 4-6-17 6-4-17 4-6-59 6-4-59 9-7-20 7-9-20 0-7-79 7-0-79 0-4-4 4-0-4 9-0-63 0-9-63 0-1-25 1-0-25 8-3-37 3-8-37,8,84 109 144 37 80 55 97 132 0 112,8-0 | 3-37 | 5-55 | 4-80 | 0-84 | 6-97 | 1-109 | 9-112 | 7-132 | 2-144
10,4-7-28 7-4-28 1-4-91 4-1-91 7-5-85 5-7-85 1-4-5 4-1-5 7-2-61 2-7-61 7-3-89 3-7-89 6-1-82 1-6-82 9-4-64 4-9-64 1-5-40 5-1-40 1-0-23 0-1-23 4-7-6 7-4-6 3-7-77 7-3-77 0-9-98 9-0-98 5-7-78 7-5-78 4-3-64 3-4-64,9,92 69 131 128 64 109 151 70 inf 0,9-0 | 4-64 | 1-69 | 7-70 | 0-92 | 5-109 | 3-128 | 2-131 | 6-151
10,5-3-100 3-5-100 8-7-93 7-8-93 1-5-19 5-1-19 0-4-4 4-0-4 1-2-76 2-1-76 3-5-96 5-3-96 4-5-9 5-4-9 7-8-99 8-7-99 8-3-5 3-8-5 2-3-19 3-2-19 5-1-97 1-5-97 1-0-20 0-1-20 0-3-75 3-0-75 7-2-33 2-7-33 8-7-78 7-8-78,4,4 24 98 79 0 9 inf 131 84 inf,4-0 | 0-4 | 5-9 | 1-24 | 3-79 | 8-84 | 2-98 | 7-131
